Gobiesox strumosus	24
Gobiesox rhessodon	8
Rimicola muscarum	13
Tomicodon reitzae	9
Pherallodus indicus	5
Lepadogaster lepadogaster	46
Conidens laticephalus	6
Pherallodichthys meshimaensis	1
Gobiesocidae sp.	3
Acyrtops beryllinus	23
Apletodon dentatus	10
Lepadogaster purpurea	26
Diplecogaster bimaculata	13
Gobiesocidae gen.	4
Flexor incus	5
Barryichthys hutchinsi	3
Kopua japonica	3
Creocele cardinalis	6
Opeatogenys gracilis	5
Lepadogaster candolii	13
Gouania willdenowi	120
Apletodon incognitus	6
Haplocylix littoreus	3
Tomicodon lavettsmithi	19
Tomicodon briggsi	8
Eckloniaichthys scylliorhiniceps	3
Derilissus lombardii	3
Acyrtus rubiginosus	27
Acyrtus artius	39
Pherallodichthys sp.	3
Parvicrepis sp.	2
Gastroscyphus hectoris	3
Gastrocymba quadriradiata	3
Gastrocyathus gracilis	3
Diplocrepis puniceus	4
Cochleoceps viridis	3
Cochleoceps spatula	4
Cochleoceps bassensis	3
Aspasmogaster tasmaniensis	3
Aspasmogaster liorhynchus	3
Lepadichthys bolini	3
Lepadichthys lineatus	14
Lepadichthys akiko	3
Alabes dorsalis	7
Posidonichthys hutchinsi	3
Aspasmichthys ciconiae	3
Aspasmichthys alorensis	3
Dellichthys morelandi	11
Trachelochismus aestuarium	6
Trachelochismus pinnulatus	6
Trachelochismus melobesia	14
Dellichthys trnskii	5
Aspasmogaster costata	6
Parvicrepis parvipinnis	6
Alabes hoesei	5
Cochleoceps orientalis	8
Chorisochismus dentex	7
Discotrema crinophila	12
Lepadichthys frenatus	28
Diademichthys lineatus	24
Tomicodon sp.	32
Tomicodon zebra	62
Tomicodon myersi	27
Tomicodon humeralis	11
Tomicodon boehlkei	19
Sicyases sanguineus	8
Arcos erythrops	3
Pherallodiscus funebris	7
Gobiesox mexicanus	11
Gobiesox pinniger	3
Gobiesox potamius	7
Gobiesox punctulatus	9
Gobiesox juradoensis	3
Gobiesox nigripinnis	4
Arcos nudus	5
Gobiesox daedaleus	8
Gobiesox barbatulus	15
Protogobiesox asymmetricus	3
Arcos sp.	5
Alabes scotti	5
Discotrema monogrammum	7
Gobiesox marmoratus	2
Scartelaos histophorus	167
Callogobius sclateri	28
Gymnogobius sp.	6
Pleurosicya muscarum	1
Chriolepis semisquamata	2
Microdesmus longipinnis	24
Lythrypnus dalli	13
Gobiosoma chiquita	13
Elacatinus digueti	1
Aruma histrio	5
Gobulus crescentalis	2
Barbulifer pantherinus	1
Ctenogobius sagittula	19
Chriolepis zebra	3
Luciogobius opisthoproctus	8
Luciogobius grandis	15
Valenciennea sexguttata	35
Gnatholepis anjerensis	39
Cryptocentrus caeruleomaculatus	15
Myersina macrostoma	5
Parioglossus formosus	5
Vanderhorstia phaeosticta	2
Drombus ocyurus	1
Amblygobius phalaena	77
Bathygobius fuscus	49
Tridentiger bifasciatus	93
Valenciennea immaculata	19
Myersina filifer	73
Eviota rubriguttata	1
Gobiodon erythrospilus	12
Taenioides anguillaris	37
Oxyurichthys lonchotus	5
Gymnogobius macrognathos	12
Gnatholepis thompsoni	52
Oxyurichthys cornutus	7
Oligolepis acutipennis	67
Oligolepis stomias	3
Glossogobius illimis	14
Trypauchenopsis limicola	11
Cryptocentrus melanopus	23
Favonigobius sp.	7
Bathygobius cocosensis	88
Rhinogobius sp.	134
Rhinogobius telma	3
Rhinogobius yaima	4
Acentrogobius viridipunctatus	21
Silhouettea sp.	8
Trimmatom pharus	6
Luciogobius sp.	116
Rhinogobius nagoyae	33
Tridentiger brevispinis	49
Sicyopterus japonicus	44
Clariger cosmurus	30
Astrabe lactisella	4
Siphonogobius nue	1
Gladiogobius brevispinis	1
Cryptocentrus cinctus	38
Coryogalops anomolus	4
Cryptocentrus lutheri	7
Stiphodon niraikanaiensis	1
Trimmatom sp.	12
Pseudogobius poicilosoma	5
Eviota occasa	2
Favonigobius gymnauchen	68
Awaous gutum	343
Paragobiodon lacunicola	12
Coryphopterus gracilis	1
Hazeus sp.	4
Chaenogobius gulosus	37
Luciogobius parvulus	14
Acanthogobius lactipes	29
Acanthogobius flavimanus	117
Eutaeniichthys gilli	33
Acentrogobius sp.	37
Exyrias puntang	118
Awaous aeneofuscus	20
Rhinogobius biwaensis	4
Rhinogobius tyoni	7
Hetereleotris poecila	1
Pseudogobius melanosticta	1
Yongeichthys nebulosus	75
Pterogobius zacalles	10
Leucopsarion petersii	17
Gymnogobius scrobiculatus	8
Glossogobius callidus	15
Stonogobiops xanthorhinicus	2
Yongeichthys audax	8
Inu koma	12
Paragobiodon melanosoma	2
Inu ama	15
Suruga fundicola	13
Amblychaeturichthys hexanema	167
Padogobius bonelli	39
Neogobius melanostomus	357
Ponticola kessleri	102
Gobius paganellus	63
Zosterisessor ophiocephalus	19
Gobius niger	161
Gobius cobitis	20
Redigobius bikolanus	53
Acentrogobius pflaumii	114
Caragobius urolepis	2
Cristatogobius nonatoae	1
Trypauchenopsis intermedia	8
Priolepis sp.	31
Trimma tevegae	111
Trimma taylori	65
Trimma striatum	36
Trimma okinawae	94
Trimma macrophthalmum	33
Trimma hayashii	34
Trimma flavatrum	12
Priolepis cincta	57
Bathygobius cyclopterus	9
Lepidogobius lepidus	16
Clevelandia ios	6
Gymnogobius opperiens	23
Chaenogobius annularis	277
Mugilogobius abei	72
Gymnogobius castaneus	21
Gymnogobius breunigii	41
Taenioides gracilis	2
Periophthalmus gracilis	28
Periophthalmus variabilis	24
Evorthodus lyricus	17
Awaous banana	113
Ctenogobius shufeldti	8
Ctenogobius boleosoma	68
Gobiosoma bosc	254
Microgobius thalassinus	14
Gobiosoma ginsburgi	56
Mahidolia mystacina	43
Acentrogobius virgatulus	15
Coryphopterus glaucofraenum	440
Eviota epiphanes	17
Fusigobius duospilus	42
Acentrogobius janthinopterus	16
Gymnogobius uchidai	10
Luciogobius martellii	39
Inu sp.	6
Stiphodon percnopterygionus	5
Luciogobius fonticola	5
Istigobius campbelli	29
Favonigobius melanobranchus	9
Favonigobius reichei	35
Gobionellus oceanicus	52
Bryaninops yongei	9
Taenioides snyderi	8
Trimma grammistes	8
Grallenia arenicola	2
Gobiodon quinquestrigatus	55
Eviota pellucida	3
Eviota nigramembrana	6
Eviota afelei	14
Parachaeturichthys polynema	71
Acanthogobius hasta	166
Trypauchen vagina	250
Cabillus sp.	5
Sagamia geneionema	8
Bollmannia communis	2
Periophthalmus modestus	90
Eviota abax	22
Gymnogobius petschiliensis	51
Microgobius gulosus	10
Gymnogobius heptacanthus	11
Hazeus otakii	2
Fusigobius melacron	7
Lubricogobius dinah	2
Palutrus meteori	1
Callogobius sp.	11
Inu saikaiensis	9
Clariger exilis	5
Tridentiger trigonocephalus	83
Luciogobius guttatus	136
Istigobius goldmanni	27
Apocryptodon punctatus	5
Glossogobius olivaceus	53
Pterogobius zonoleucus	6
Callogobius hasseltii	5
Gymnogobius urotaenia	86
Eviota guttata	41
Astrabe flavimaculata	1
Lythrypnus zebra	5
Typhlogobius californiensis	8
Quietula y-cauda	4
Lethops connectens	7
Rhinogobiops nicholsii	38
Gillichthys mirabilis	21
Periophthalmus magnuspinnatus	98
Gobiidae sp.	576
Boleophthalmus pectinirostris	284
Mugilogobius myxodermus	89
Rhinogobius mizunoi	2
Rhinogobius flumineus	52
Luciogobius pallidus	24
Rhinogobius similis	317
Rhinogobius brunneus	103
Rhinogobius szechuanensis	4
Rhinogobius zhoui	16
Rhinogobius chiengmaiensis	2
Schismatogobius sp.	1
Papuligobius ocellatus	3
Rhinogobius gigas	29
Psammogobius biocellatus	85
Stenogobius sp.	6
Schismatogobius ninja	14
Sicyopterus squamosissimus	42
Glossogobius flavipinnis	2
Luciogobius ryukyuensis	3
Callogobius tanegasimae	9
Rhinogobius fluviatilis	20
Priolepis dawsoni	62
Vanderhorstia sp.	4
Clariger sp.	7
Acentrogobius moloanus	9
Asterropteryx semipunctata	125
Acentrogobius suluensis	2
Tridentiger barbatus	151
Tridentiger obscurus	58
Tridentiger nudicervicus	16
Rhinogobius ogasawaraensis	9
Trimma haimassum	16
Asterropteryx ensifera	28
Trimma erdmanni	40
Nemateleotris decora	17
Trimma benjamini	67
Trimma xanthochrum	107
Priolepis compita	19
Trimma halonevum	66
Gnatholepis cauerensis	164
Valenciennea strigata	45
Pseudogobius masago	51
Parioglossus dotui	20
Pandaka lidwilli	40
Ancistrogobius yoshigoui	1
Nes longus	68
Acentrogobius multifasciatus	3
Drombus sp.	5
Bathygobius mystacium	84
Gobiosoma robustum	20
Tigrigobius macrodon	15
Bathygobius curacao	76
Lophogobius cyprinoides	262
Varicus bucca	2
Bathygobius geminatus	116
Bathygobius soporator	372
Gobiinae sp.	3
Discordipinna griessingeri	13
Ptereleotris heteroptera	45
Priolepis farcimen	18
Bathygobius cotticeps	19
Bathygobius coalitus	41
Priolepis eugenius	7
Psilogobius mainlandi	6
Nemateleotris magnifica	75
Parioglossus palustris	2
Eviota kermadecensis	3
Luciogobius punctilineatus	10
Chaeturichthys stigmatias	255
Gymnogobius isaza	302
Luciogobius platycephalus	29
Pterogobius elapoides	12
Luciogobius yubai	1
Oxyurichthys takagi	1
Sueviota lachneri	5
Mangarinus waterousi	5
Knipowitschia longecaudata	11
Ponticola gorlap	59
Benthophilus stellatus	29
Proterorhinus semipellucidus	13
Neogobius fluviatilis	62
Ponticola syrman	9
Pomatoschistus pictus	30
Pomatoschistus microps	52
Trimma marinae	25
Aphia minuta	63
Sicyopterus lagocephalus	181
Gobiodon heterospilos	6
Luciogobius elongatus	18
Bryaninops erythrops	2
Gobiodon prolixus	9
Lentipes armatus	42
Tridentiger kuroiwae	11
Pterogobius virgo	3
Parkraemeria saltator	2
Oxyurichthys ophthalmonema	62
Barbuligobius boehlkei	2
Paratrypauchen microcephalus	55
Tomiyamichthys emilyae	1
Pleurosicya micheli	25
Priolepis akihitoi	2
Gobiodon unicolor	19
Valenciennea randalli	1
Parioglossus philippinus	6
Awaous ocellaris	21
Stiphodon alcedo	16
Bathygobius sp.	31
Bathygobius petrophilus	2
Istigobius ornatus	54
Drombus triangularis	17
Periophthalmodon schlosseri	22
Eugnathogobius siamensis	2
Pleurosicya mossambica	17
Stenogobius genivittatus	11
Sicyopterus pugnans	67
Priolepis ailina	6
Pleurosicya labiata	9
Cabillus tongarevae	18
Eviota sp.	205
Priolepis squamogena	32
Trimma milta	61
Eviota latifasciata	9
Trimma sp.	33
Sueviota sp.	2
Nemateleotris helfrichi	3
Trimmatom nanus	6
Priolepis triops	11
Gunnellichthys monostigma	28
Trimma woutsi	9
Valenciennea helsdingenii	30
Amblyeleotris marquesas	17
Stonogobiops medon	9
Priolepis nocturna	11
Eviota dorsimaculata	10
Ptereleotris zebra	40
Stiphodon elegans	24
Amblyeleotris katherine	5
Gobiopsis exigua	3
Priolepis inhaca	18
Fusigobius humeralis	9
Ctenogobiops feroculus	11
Oplopomus oplopomus	16
Ptereleotris evides	48
Eviota hinanoae	26
Ptereleotris sp.	4
Eviota albolineata	38
Odontamblyopus rubicundus	74
Acentrogobius chlorostigmatoides	22
Acentrogobius caninus	68
Pandaka sp.	3
Asterropteryx senoui	3
Paragunnellichthys sp.	1
Gunnellichthys pleurotaenia	3
Eviota distigma	23
Valenciennea longipinnis	19
Amblygobius nocturnus	16
Oxyurichthys sp.	6
Pleurosicya bilobata	2
Eviota japonica	11
Trypauchenopsis sp.	2
Oxyurichthys saru	1
Gymnogobius cylindricus	2
Rhinogobius duospilus	19
Rhinogobius cliffordpopei	38
Gobiusculus flavescens	32
Pomatoschistus minutus	66
Bathygobius hongkongensis	2
Rhinogobius kurodai	5
Tridentiger microsquamis	2
Rhinogobius yonezawai	4
Amblyeleotris yanoi	3
Paragobiodon xanthosoma	22
Stiphodon imperiorientis	3
Glossogobius aureus	271
Amblyeleotris wheeleri	31
Platygobiopsis tansei	1
Oplopomus caninoides	10
Amblyeleotris ogasawarensis	1
Ctenogobiops pomastictus	3
Gnatholepis sp.	11
Gnatholepis ophthalmotaenia	2
Eviota prasites	8
Tomiyamichthys oni	2
Eviota storthynx	1
Cryptocentrus sericus	11
Amblyeleotris masuii	1
Amblyeleotris diagonalis	5
Gobiopsis arenaria	2
Amblyeleotris melanocephala	1
Macrodontogobius wilburi	7
Asterropteryx spinosa	3
Bryaninops tigris	1
Eviota shimadai	9
Eviota nigriventris	37
Oxyurichthys papuensis	5
Gymnogobius mororanus	4
Acanthogobius insularis	1
Sicyopus zosterophorus	419
Smilosicyopus leprurus	36
Gobius incognitus	21
Buenia affinis	25
Stenogobius hawaiiensis	7
Sicyopterus stimpsoni	56
Lentipes concolor	7
Awaous stamineus	3
Mugilogobius sp.	14
Eviota punctulata	15
Periophthalmus argentilineatus	205
Mugilogobius chulae	64
Proterorhinus marmoratus	43
Koumansetta hectori	27
Eviota masudai	2
Pandaka trimaculata	29
Pomatoschistus lozanoi	19
Myersina nigrivirgata	1
Parioglossus raoi	2
Amblyeleotris latifasciata	1
Glossogobius circumspectus	34
Amblyeleotris japonica	1
Paragobiodon modestus	16
Vanderhorstia ambanoro	1
Cryptocentrus nigrocellatus	3
Paragobiodon kasaii	1
Cryptocentrus albidorsus	7
Callogobius maculipinnis	8
Eviota queenslandica	24
Eviota korechika	2
Eviota atriventris	11
Fusigobius inframaculatus	8
Trimma caesiura	37
Ptereleotris hanae	9
Valenciennea puellaris	39
Glossogobius sp.	81
Obliquogobius sp.	2
Apocryptodon sp.	2
Kelloggella cardinalis	4
Gobiodon sp.	34
Clariger papillosus	1
Paratrypauchen sp.	2
Elacatinus puncticulatus	3
Odontamblyopus lacepedii	77
Pseudogobius taijiangensis	6
Acanthogobius luridus	4
Oxyurichthys auchenolepis	38
Priolepis semidoliata	25
Cristatogobius lophius	1
Acentrogobius viganensis	6
Bryaninops natans	7
Eviota melasma	9
Cryptocentrus cyanotaenia	10
Amblychaeturichthys sciistius	7
Gobiopterus lacustris	253
Valenciennea muralis	19
Amblygobius stethophthalmus	18
Boleophthalmus sp.	5
Gobiosoma longipala	12
Ctenogobius smaragdus	8
Eviota herrei	2
Redigobius balteatus	3
Gymnogobius taranetzi	1
Pseudogobius olorum	14
Tasmanogobius lasti	12
Afurcagobius tamarensis	14
Eviota fasciola	5
Drombus simulus	1
Cryptocentroides insignis	1
Eviota bifasciata	13
Cryptocentrus sp.	6
Gobiodon atrangulatus	1
Amoya signata	1
Bathygobius laddi	14
Callogobius snelliusi	1
Elacatinus oceanops	23
Signigobius biocellatus	11
Paragobiodon echinocephalus	31
Pseudogobiopsis lumbantobing	7
Exyrias belissimus	17
Mugilogobius cavifrons	9
Oxymetopon compressus	1
Gobiopsis macrostoma	1
Valenciennea wardii	27
Amblyeleotris rubrimarginata	1
Tomiyamichthys russus	12
Arenigobius bifrenatus	16
Cryptocentrus pavoninoides	14
Knipowitschia sp.	13
Vanneaugobius pruvoti	1
Vanneaugobius canariensis	2
Gobius xanthocephalus	28
Risor ruber	164
Cryptopsilotris batrachodes	8
Microgobius microlepis	80
Microgobius erectus	2
Microgobius emblematicus	1
Microgobius carri	8
Microgobius brevispinis	1
Gobulus birdsongi	1
Tigrigobius saucrus	11
Tigrigobius pallens	22
Tigrigobius multifasciatus	28
Tigrigobius limbaughi	1
Tigrigobius gemmatus	4
Tigrigobius dilepis	20
Gobiosoma sp.	51
Gobiosoma paradoxum	4
Gobiosoma nudum	4
Gobiosoma homochroma	4
Gobiosoma hildebrandi	6
Elacatinus xanthiprora	9
Elacatinus sp.	96
Elacatinus prochilos	19
Elacatinus louisae	8
Elacatinus horsti	7
Elacatinus genie	10
Elacatinus figaro	29
Elacatinus evelynae	41
Elacatinus chancei	11
Gobiosoma spilotum	1
Ginsburgellus novemlineatus	14
Evermannichthys metzelaari	2
Gobiosoma seminudum	10
Gobiosoma aceras	3
Bollmannia marginalis	1
Bollmannia chlamydes	1
Bollmannia boqueronensis	4
Barbulifer ceuthoecus	17
Akko sp.	1
Aboma etheostoma	2
Awaous melanocephalus	14
Eviota smaragdus	3
Rhinogobius leavelli	21
Trimma nasa	72
Trimma tauroculum	10
Trimma stobbsi	33
Trimma randalli	3
Trimma preclarum	17
Trimma necopinum	10
Trimma lantana	20
Trimma gigantum	18
Trimma fucatum	9
Trimma flammeum	62
Trimma fangi	36
Trimma emeryi	23
Trimma cana	15
Brachygobius xanthomelas	3
Gobioides broussonnetii	14
Sicyopterus sp.	3
Brachygobius doriae	11
Awaous grammepomus	42
Gobioides peruanus	2
Ptereleotris carinata	2
Oxymetopon cyanoctenosum	4
Microdesmus bahianus	10
Rhinogobius rubromaculatus	12
Rhinogobius delicatus	3
Apocryptes bato	16
Fusigobius signipinnis	13
Coryphopterus urospilus	18
Vanderhorstia ornatissima	23
Eugnathogobius variegatus	5
Pomatoschistus sp.	5
Periophthalmus sp.	6
Periophthalmus barbarus	24
Gobionellus microdon	4
Pseudapocryptes elongatus	72
Bathygobius lineatus	8
Chriolepis dialepta	2
Priolepis hipoliti	35
Oxuderces dentatus	22
Drombus globiceps	1
Awaous flavus	10
Gobiopterus chuno	8
Oxyurichthys stigmalophius	2
Amblyeleotris steinitzi	20
Eviota prasina	22
Fusigobius neophytus	35
Priolepis latifascima	4
Gobiodon rivulatus	47
Gobiodon okinawae	33
Chlamydogobius eremius	6
Gobiodon reticulatus	31
Obliquogobius yamadai	1
Pleurosicya boldinghi	6
Gobiodon micropus	3
Eviota saipanensis	3
Istigobius decoratus	32
Callogobius okinawae	3
Bryaninops cf.	2
Amblyeleotris guttata	22
Gobiodon histrio	78
Amblygobius decussatus	24
Stonogobiops nematodes	7
Ctenogobiops tangaroai	8
Stiphodon sp.	13
Trypauchenopsis cf.	1
Trimma caudomaculata	22
Trimma yanagitai	1
Trimma sheppardi	5
Trimma rubromaculatum	19
Trimma naudei	20
Trimma kudoi	2
Trimma annosum	60
Cabillus lacertops	3
Priolepis boreus	1
Priolepis fallacincta	3
Mugilogobius platynotus	5
Redigobius macrostoma	10
Pseudogobius sp.	31
Gobiopterus semivestitus	12
Glossogobius cf.	48
Chlamydogobius squamigenus	3
Chlamydogobius micropterus	3
Chlamydogobius japalpa	3
Chlamydogobius gloveri	3
Arenigobius frenatus	9
Eucyclogobius newberryi	24
Mugilogobius fontinalis	1
Istigobius hoshinonis	1
Taenioides sp.	93
Acanthogobius sp.	2
Lophiogobius ocellicauda	28
Zebrus zebrus	11
Wheelerigobius wirtzi	3
Trypauchen sp.	1
Thorogobius ephippiatus	6
Sufflogobius bibarbatus	1
Stigmatogobius sella	1
Stigmatogobius pleurostigma	10
Speleogobius trigloides	4
Sicydium sp.	20
Sicydium salvini	26
Redigobius sp.	5
Chriolepis roosevelti	8
Psilotris kaufmani	1
Pseudogobius javanicus	67
Eugnathogobius oligactis	31
Pseudapocryptes sp.	1
Pseudaphya ferreri	4
Porogobius schlegelii	1
Pomatoschistus marmoratus	163
Parrella macropteryx	1
Parrella lucretiae	1
Parioglossus marginalis	2
Parapocryptes serperaster	55
Ophiogobius jenynsi	5
Oligolepis sp.	2
Odontamblyopus sp.	6
Odondebuenia balearica	6
Nemateleotris cf.	8
Mugilogobius wilsoni	5
Mugilogobius mertoni	12
Millerigobius macrocephalus	15
Mauligobius maderensis	1
Lythrypnus rhizophora	6
Lophogobius cristulatus	1
Lesueurigobius sanzi	1
Lebetus guilleti	6
Orsinigobius croaticus	8
Istigobius sp.	54
Istigobius nigroocellatus	2
Hemigobius mingi	1
Hemigobius hoevenii	18
Gymneleotris seminuda	1
Gunnellichthys sp.	2
Gorogobius nigricinctus	3
Gobiosoma yucatanum	114
Gobiopterus sp.	1
Gobionellus stomatus	1
Gobiodon citrinus	45
Gammogobius steinitzi	2
Feia nympha	7
Evorthodus minutus	7
Economidichthys pygmaeus	90
Drombus kranjiensis	2
Didogobius kochi	5
Deltentosteus collonianus	3
Crystallogobius linearis	28
Cryptocentroides gobioides	3
Cotylopus rubripinnis	13
Corcyrogobius liechtensteini	8
Chromogobius britoi	1
Brachygobius nunus	6
Bollmannia macropoma	1
Benthophilus sp.	1
Babka gymnotrachelus	25
Amoya sp.	3
Amoya gracilis	30
Amblygobius sp.	6
Amblyeleotris gymnocephala	21
Gobiodon irregularis	8
Gobiodon fuscoruber	18
Gobiodon cf.	9
Gobiodon bilineatus	4
Gobiodon axillaris	12
Gobiodon ater	10
Pleurosicya prognatha	5
Gobiodon ceramensis	43
Bryaninops ridens	6
Ctenogobiops sp.	3
Amblyeleotris sp.	3
Gobiodon oculolineatus	39
Tridentiger radiatus	5
Lythrypnus sp.	126
Lythrypnus pulchellus	1
Lythrypnus gilberti	1
Lythrypnus cobalus	1
Lythrypnus brasiliensis	2
Lythrypnus okapia	1
Lythrypnus nesiotes	16
Lythrypnus crocodilus	6
Lythrypnus elasson	3
Lythrypnus spilus	9
Lythrypnus heterochroma	1
Economidichthys trichonis	19
Knipowitschia caucasica	122
Knipowitschia thessala	18
Knipowitschia cf.	6
Knipowitschia milleri	52
Knipowitschia montenegrina	14
Gobiodon brochus	15
Gobiodon acicularis	16
Padogobius martensii	4
Pomatoschistus knerii	4
Gobius bucchichi	27
Gobius cruentatus	17
Lesueurigobius suerii	4
Lesueurigobius friesii	17
Brachygobius kabiliensis	5
Mugilogobius parvus	1
Knipowitschia panizzae	59
Ninnigobius canestrinii	9
Pomatoschistus norvegicus	25
Pomatoschistus quagga	12
Orsinigobius punctatissimus	4
Neogobius nigricans	13
Gobius auratus	14
Gobiopterus brachypterus	17
Stiphodon ornatus	42
Sicyopterus longifilis	90
Periophthalmus cantonensis	1
Glossogobius celebius	21
Nemateleotris sp.	2
Gonorynchus abbreviatus	39
Zaphotias pedaliotus	16
Cyclothone atraria	37
Sigmops gracilis	39
Cyclothone pallida	75
Cyclothone obscura	48
Cyclothone pseudopallida	65
Cyclothone microdon	78
Gonostoma atlanticum	44
Sigmops longipinnis	10
Cyclothone braueri	96
Gonostoma elongatum	108
Sigmops sp.	3
Cyclothone pygmaea	7
Cyclothone signata	23
Cyclothone kobayashii	3
Sigmops ebelingi	8
Sigmops cf.	1
Cyclothone acclinidens	52
Margrethia obtusirostra	41
Cyclothone sp.	26
Cyclothone alba	71
Gonostoma denudatum	11
Sigmops bathyphilus	29
Cyclothone parapallida	5
Cyclothone livida	7
Gonostomum strenuum	3
Gonostomum sp.	4
Metagonostomum gonostomoida	4
Gonostomum kuehnelti	4
Gonostomum koreanum	1
Wallackia bujoreani	1
Cladotricha niesseniae	1
Cladotricha sp.	2
Paragonostomoides xianicum	2
Gonostomum jangbogoensis	1
Gonostomum sinicum	1
Gramma loreto	38
Lipogramma trilineata	13
Grammicolepis brachiusculus	24
Xenolepidichthys dalgleishi	61
Cruriraja rugosa	2
Gymnura altavela	180
Gymnura lessae	47
Gymnura micrura	79
Gymnura natalensis	14
Gymnura marmorata	13
Gymnura cf.	8
Gymnura sp.	6
Gymnura japonica	26
Gymnura poecilura	159
Gymnura zonurus	14
Plectorhinchus chaetodonoides	74
Parapristipoma trilineatum	74
Plectorhinchus sordidus	22
Plectorhinchus pica	17
Plectorhinchus unicolor	12
Plectorhinchus lessonii	42
Plectorhinchus gibbosus	51
Pomadasys argenteus	64
Pomadasys quadrilineatus	14
Orthopristis chrysoptera	87
Haemulon sciurus	106
Plectorhinchus cinctus	48
Plectorhinchus gaterinus	43
Pomadasys stridens	56
Microlepidotus inornatus	11
Brachygenys californiensis	8
Anisotremus davidsonii	14
Haemulon flaviguttatum	18
Conodon nobilis	97
Plectorhinchus chrysotaenia	23
Diagramma picta	184
Plectorhinchus lineatus	61
Plectorhinchus albovittatus	13
Plectorhinchus polytaenia	25
Haemulon plumierii	123
Anisotremus interruptus	363
Haemulopsis leuciscus	37
Haemulon sexfasciatum	25
Pomadasys hasta	12
Plectorhinchus orientalis	13
Diagramma melanacrum	8
Pomadasys incisus	22
Haemulon aurolineatum	134
Pomadasys perotaei	6
Aldrovandia affinis	71
Halosauropsis macrochir	105
Aldrovandia phalacra	31
Halosaurus johnsonianus	8
Aldrovandia oleosa	48
Halosaurus ovenii	19
Halosaurus carinicauda	2
Harpagifer antarcticus	26
Harpagifer bispinis	47
Hemipristis elongata	129
Chaenogaleus macrostoma	17
Paragaleus pectoralis	8
Hyporhamphus intermedius	67
Hemiramphus far	101
Hyporhamphus yuri	5
Hyporhamphus meeki	17
Hemiramphus marginatus	1
Hemiramphus saltator	10
Hyporhamphus naos	10
Hyporhamphus melanopterus	1
Hyporhamphus sajori	42
Hyporhamphus unifasciatus	27
Hemiramphus depauperatus	6
Oxyporhamphus micropterus	53
Euleptorhamphus viridis	16
Hemiramphus limbatus	19
Hemiramphus lutkei	17
Hyporhamphus regularis	11
Hemiramphus convexus	6
Hyporhamphus affinis	38
Hyporhamphus dussumieri	23
Oxyporhamphus similis	16
Arrhamphus sclerolepis	22
Hemiscyllium ocellatum	52
Hemiscyllium henryi	4
Chiloscyllium plagiosum	146
Chiloscyllium griseum	80
Pimelodella floridablancaensis	11
Imparfinis usmai	2
Pimelodella sp.	29
Imparfinis sp.	18
Chasmocranus sp.	4
Cetopsorhamdia nasus	24
Cetopsorhamdia iheringi	16
Imparfinis minutus	22
Pimelodella vittata	13
Pimelodella gracilis	10
Myoglanis koepcke	3
Mastiglanis asopos	1
Phreatobius sp.	1
Imparfinis stictonotus	1
Imparfinis cf.	1
Goeldiella eques	8
Cetopsorhamdia sp.	7
Pimelodella cristata	2
Pythonichthys asodes	2
Heterodontus francisci	61
Heterodontus japonicus	6
Heterodontus zebra	28
Hexagrammos agrammus	45
Hexagrammos lagocephalus	20
Hexagrammos otakii	99
Pleurogrammus azonus	26
Pleurogrammus monopterygius	59
Hexagrammos stelleri	27
Hexagrammos octogrammus	120
Ophiodon elongatus	44
Hexagrammos decagrammus	46
Oxylebius pictus	23
Heptranchias perlo	128
Hexanchus griseus	151
Notorynchus cepedianus	49
Hexanchus nakamurai	58
Hexatrygon bickelli	9
Hexatrygon taiwanensis	1
Himantolophus sp.	1
Himantolophus appelii	30
Himantolophus sagamius	12
Myripristis murdjan	103
Myripristis kochiensis	17
Sargocentron diadema	141
Myripristis amaena	27
Myripristis hexagona	56
Myripristis greenfieldi	3
Myripristis kuntee	80
Myripristis violacea	93
Sargocentron caudimaculatum	110
Neoniphon opercularis	18
Myripristis adusta	38
Ostichthys hypsipterygion	1
Sargocentron spiniferum	54
Myripristis pralinia	65
Myripristis chryseres	188
Neoniphon aurolineatus	159
Ostichthys sheni	4
Ostichthys kaianus	32
Myripristis berndti	168
Sargocentron praslin	28
Myripristis botche	29
Sargocentron rubrum	191
Ostichthys japonicus	124
Sargocentron ittodai	35
Sargocentron punctatissimum	86
Plectrypops lima	35
Sargocentron cornutum	31
Neoniphon argenteus	34
Neoniphon sammara	165
Sargocentron violaceum	8
Sargocentron tiereoides	13
Sargocentron bullisi	6
Sargocentron microstoma	74
Sargocentron tiere	52
Sargocentron sp.	15
Sargocentron melanospilos	12
Neoniphon sp.	9
Myripristis vittata	17
Sargocentron ensifer	1
Holocentrus adscensionis	48
Sargocentron dorsomaculatum	1
Holocentrus rufus	26
Sargocentron coruscum	24
Hoplichthys sp.	2
Hoplichthys fasciatus	2
Hoplichthys cf.	1
Hoplichthys gilberti	16
Howella brodiei	27
Howella zina	16
Bathysphyraenops simplex	2
Howella sp.	13
Howella parini	1
Hypoptychus dybowskii	5
Icosteus aenigmaticus	9
Bathypterois atricolor	17
Bathypterois grallator	11
Bathytyphlops sewelli	5
Ipnops sp.	20
Bathypterois mediterraneus	3
Bathypterois dubius	14
Iso flosmaris	2
Iso rhothophilus	9
Iso natalensis	20
Tetrapturus angustirostris	82
Kajikia albida	256
Tetrapturus georgii	131
Makaira nigricans	277
Kajikia audax	641
Istiophorus albicans	8
